created_at,tweet_id,tweet,label,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at,language,emoji,entity,hashtags,filter_char,mul_spa
15-10-2020 00:04,1.32E+18,Well #kayleighmcenany was taken off of Twitter for this post. Retweet if you will.  Censorship of Conservatives must stop. @hodgetwins #TrumpPence2020 #TrumpCoupPlot #DonaldTrump #donaldtrump2020  #KAG2020LandslideVictory #KAG #MAGA2020 #censorship @realDonaldTrump #SCOTUS #MAGA https://t.co/cFpMHJPGZb,twitter,3,4,Twitter Web App,1087709881,Mike Riddle,MikeLongCounty,"I have the best wife in the world in Gina! Great kids, great grand-kids, and a good Lord that loves me no matter what. God is good, I'm a very blessed man!!!",14-01-2013 01:34,413,"Long County, GA",31.7704898,-81.753725,,United States of America,North America,Georgia,GA,00:33.2,en,Well #kayleighmcenany was taken off of Twitter for this post. Retweet if you will.  Censorship of Conservatives must stop. @hodgetwins #TrumpPence2020 #TrumpCoupPlot #DonaldTrump #donaldtrump2020  #KAG2020LandslideVictory #KAG #MAGA2020 #censorship @realDonaldTrump #SCOTUS #MAGA https://t.co/cFpMHJPGZb,well kayleighmcenany was taken off of twitter for this post retweet if you will  censorship of conservatives must stop  trumppence2020 trumpcoupplot donaldtrump donaldtrump2020  kag2020landslidevictory kag maga2020 censorship  scotus maga ,well kayleighmcenany was taken off of twitter for this post retweet if you will  censorship of conservatives must stop  trumppence2020 trumpcoupplot donaldtrump donaldtrump2020  kag2020landslidevictory kag maga2020 censorship  scotus maga,well kayleighmcenany was taken off of twitter for this post retweet if you will  censorship of conservatives must stop  trumppence2020 trumpcoupplot donaldtrump donaldtrump2020  kag2020landslidevictory kag maga2020 censorship  scotus maga,well kayleighmcenany was taken off of twitter for this post retweet if you will censorship of conservatives must stop trumppence2020 trumpcoupplot donaldtrump donaldtrump2020 kag2020landslidevictory kag maga2020 censorship scotus maga
15-10-2020 00:04,1.32E+18,"#Trump
#Covid19
#TrumpLiesAmericansDie

Immunologist Florian Kramme, “#herdimmunity through natural infections is not a strategy, but an indication for the government’s malfunction to control a breakout and to pay for this with lost lives.” 

https://t.co/ddEFm2Lqvj https://t.co/jLjgtdQ4WB",herdimmunity,0,0,Twitter Web App,240532719,William Jones 😷🌊 🇦🇺🐸,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",20-01-2011 04:11,1776,Australia,-24.7761086,134.755,,Australia,Oceania,,,00:33.6,en,"#Trump
#Covid19
#TrumpLiesAmericansDie

Immunologist Florian Kramme, “#herdimmunity through natural infections is not a strategy, but an indication for the government’s malfunction to control a breakout and to pay for this with lost lives.” 

https://t.co/ddEFm2Lqvj https://t.co/jLjgtdQ4WB",trump covid19 trumpliesamericansdie  immunologist florian kramme herdimmunity through natural infections is not a strategy but an indication for the governments malfunction to control a breakout and to pay for this with lost lives    ,trump covid19 trumpliesamericansdie  immunologist florian kramme herdimmunity through natural infections is not a strategy but an indication for the governments malfunction to control a breakout and to pay for this with lost lives,trump covid19 trumpliesamericansdie  immunologist florian kramme herdimmunity through natural infections is not a strategy but an indication for the governments malfunction to control a breakout and to pay for this with lost lives,trump covid19 trumpliesamericansdie immunologist florian kramme herdimmunity through natural infections is not a strategy but an indication for the governments malfunction to control a breakout and to pay for this with lost lives
15-10-2020 00:04,1.32E+18,"So @realDonaldTrump said COVID is a Dems Hoax then 215,000 died. Trump said it’s doesn’t infect everyone then he gets infected. Then HE said kids are immune then his son Baron gets infected. If your a #trump supporter, isn’t this enough stupidity &amp;lying for you to #VoteHimOut2020",trump,1,1,Twitter for iPhone,7.65E+17,Metatron,Metatro46077255,,15-08-2016 23:14,214,,,,,,,,,00:34.3,en,"So @realDonaldTrump said COVID is a Dems Hoax then 215,000 died. Trump said it’s doesn’t infect everyone then he gets infected. Then HE said kids are immune then his son Baron gets infected. If your a #trump supporter, isn’t this enough stupidity &amp;lying for you to #VoteHimOut2020",so  said covid is a dems hoax then 215000 died trump said its doesnt infect everyone then he gets infected then he said kids are immune then his son baron gets infected if your a trump supporter isnt this enough stupidity amplying for you to votehimout2020,so  said covid is a dems hoax then 215000 died trump said its doesnt infect everyone then he gets infected then he said kids are immune then his son baron gets infected if your a trump supporter isnt this enough stupidity amplying for you to votehimout2020,so  said covid is a dems hoax then 215000 died trump said its doesnt infect everyone then he gets infected then he said kids are immune then his son baron gets infected if your a trump supporter isnt this enough stupidity amplying for you to votehimout2020,so said covid is a dems hoax then 215000 died trump said its doesnt infect everyone then he gets infected then he said kids are immune then his son baron gets infected if your a trump supporter isnt this enough stupidity amplying for you to votehimout2020
15-10-2020 00:04,1.32E+18,@toyboxkid_ @realDonaldTrump @HillaryClinton The point I’m making is when a credible news organization shares a story that makes any democratic look bad we are censored... But anyone and everyone can talk about #Trump and it’s taken as gospel #DoubleStandards,twitter,0,0,Twitter for iPhone,1.23E+18,Dustin L. Ellis,DustinLEllis1,"Christian, Husband, Conservative! Follow me for facts not sugar coated viewpoints!",19-02-2020 23:53,1,"New Castle, IN",,,,,,,,00:34.0,en,@toyboxkid_ @realDonaldTrump @HillaryClinton The point I’m making is when a credible news organization shares a story that makes any democratic look bad we are censored... But anyone and everyone can talk about #Trump and it’s taken as gospel #DoubleStandards,   the point im making is when a credible news organization shares a story that makes any democratic look bad we are censored but anyone and everyone can talk about trump and its taken as gospel doublestandards,the point im making is when a credible news organization shares a story that makes any democratic look bad we are censored but anyone and everyone can talk about trump and its taken as gospel doublestandards,the point im making is when a credible news organization shares a story that makes any democratic look bad we are censored but anyone and everyone can talk about trump and its taken as gospel doublestandards,the point im making is when a credible news organization shares a story that makes any democratic look bad we are censored but anyone and everyone can talk about trump and its taken as gospel doublestandards
15-10-2020 00:04,1.32E+18,"Forward this tweet to five people, and within 3 minutes...

FUCKING NOTHING WILL HAPPEN!!!!!

I tried it twice and it worked both times, absolutely fucking nothing happened!

#Trump",trump,0,0,Twitter Web App,9.72E+17,john P.,JohnPark214,"social worker democrat  #RealityWinner #resist #Resistance #DefundThepolice #icantbreathe
#JusticeForFloyd #TheResistance  #MoscowMitch #WhiteSupremacist  #FBR",09-03-2018 16:23,4340,hell,,,,,,,,00:35.1,en,"Forward this tweet to five people, and within 3 minutes...

FUCKING NOTHING WILL HAPPEN!!!!!

I tried it twice and it worked both times, absolutely fucking nothing happened!

#Trump",forward this tweet to five people and within 3 minutes  fucking nothing will happen  i tried it twice and it worked both times absolutely fucking nothing happened  trump,forward this tweet to five people and within 3 minutes  fucking nothing will happen  i tried it twice and it worked both times absolutely fucking nothing happened  trump,forward this tweet to five people and within 3 minutes  fucking nothing will happen  i tried it twice and it worked both times absolutely fucking nothing happened  trump,forward this tweet to five people and within 3 minutes fucking nothing will happen i tried it twice and it worked both times absolutely fucking nothing happened trump
15-10-2020 00:04,1.32E+18,#Trump #MAGA #vote #election #USA #freedom #KAG #KAG2020 #TRUMP2020 https://t.co/jJPx9E5ixz,trump2020,0,0,Twitter Web App,1381773594,USA,AMERICANWILDMAN,I would rather die on my feet than live on my knees.,26-04-2013 12:23,110,GOD BLESS AMERICA!,51.4477037,5.9660693,Horst aan de Maas,The Netherlands,Europe,Limburg,LI,00:34.7,en,#Trump #MAGA #vote #election #USA #freedom #KAG #KAG2020 #TRUMP2020 https://t.co/jJPx9E5ixz,trump maga vote election usa freedom kag kag2020 trump2020 ,trump maga vote election usa freedom kag kag2020 trump2020,trump maga vote election usa freedom kag kag2020 trump2020,trump maga vote election usa freedom kag kag2020 trump2020
15-10-2020 00:05,1.32E+18,GOP TRIES TO STEAL THE ELECTION!!! Trump urges California GOP to continue using fake “official” drop boxes in spite of legal threat https://t.co/iuenjjbcgz via @Yahoo #Trump #TrumpIsALoser  #ElectionFraud #TrumpCriminal,trump,0,0,Twitter Web App,24793197,Paul Cline,paulcline7,"""Prof. Paul"" - Serial Entrepreneur and Business, Psychology & Health/Fitness Expert. CEO at Advanced Ideas, Inc, Award Winning University Professor, Therapist,",16-03-2009 23:18,1656,Florida,27.7567667,-81.4639835,,United States of America,North America,Florida,FL,00:35.5,en,GOP TRIES TO STEAL THE ELECTION!!! Trump urges California GOP to continue using fake “official” drop boxes in spite of legal threat https://t.co/iuenjjbcgz via @Yahoo #Trump #TrumpIsALoser  #ElectionFraud #TrumpCriminal,gop tries to steal the election trump urges california gop to continue using fake official drop boxes in spite of legal threat  via  trump trumpisaloser  electionfraud trumpcriminal,gop tries to steal the election trump urges california gop to continue using fake official drop boxes in spite of legal threat  via  trump trumpisaloser  electionfraud trumpcriminal,gop tries to steal the election trump urges california gop to continue using fake official drop boxes in spite of legal threat  via  trump trumpisaloser  electionfraud trumpcriminal,gop tries to steal the election trump urges california gop to continue using fake official drop boxes in spite of legal threat via trump trumpisaloser electionfraud trumpcriminal
15-10-2020 00:05,1.32E+18,Got something for you #MAGA #MAGA2020 #MAGA2020Landslide #Trump2020LandslideVictory #Trump @realDonaldTrump @WhiteHouse @senatemajldr @GOP https://t.co/Oa8OMRa6D3,election2020,0,0,Twitter for Android,1.25E+18,violetrenee$ #BlackLivesMatter,violetrenee7,"Author of sizzling hot, smart and funny novel Love, Laughter and  Lies @amazon.com.",13-04-2020 21:15,113,"Ohio, USA",40.2253569,-82.6881395,,United States of America,North America,Ohio,OH,00:35.8,en,Got something for you #MAGA #MAGA2020 #MAGA2020Landslide #Trump2020LandslideVictory #Trump @realDonaldTrump @WhiteHouse @senatemajldr @GOP https://t.co/Oa8OMRa6D3,got something for you maga maga2020 maga2020landslide trump2020landslidevictory trump     ,got something for you maga maga2020 maga2020landslide trump2020landslidevictory trump,got something for you maga maga2020 maga2020landslide trump2020landslidevictory trump,got something for you maga maga2020 maga2020landslide trump2020landslidevictory trump
15-10-2020 00:05,1.32E+18,"""Now You're Messing with a Son of a .....!"" https://t.co/t6XVIcn57a #TommyLee #DonaldTrump #Nazareth #HairoftheDog #NowYoureMessingWithaSonofaBitch #GuitarLesson #TonyIommi #BlackSabbath #EddieVanHalen",donaldtrump,1,0,Twitter Web App,1.23E+18,1 Rule Guitar,1RuleGuitar,"Every day we bring you the latest guitar news, gear, lessons and the ""Tip of the Day!"" There's only 1 Rule...""Don't Sweat it Just Fret It!"" 1 Rule Guitar",14-02-2020 15:03,34,USA,39.7837304,-100.4458825,,United States,North America,,,00:36.2,en,"""Now You're Messing with a Son of a .....!"" https://t.co/t6XVIcn57a #TommyLee #DonaldTrump #Nazareth #HairoftheDog #NowYoureMessingWithaSonofaBitch #GuitarLesson #TonyIommi #BlackSabbath #EddieVanHalen",now youre messing with a son of a   tommylee donaldtrump nazareth hairofthedog nowyouremessingwithasonofabitch guitarlesson tonyiommi blacksabbath eddievanhalen,now youre messing with a son of a   tommylee donaldtrump nazareth hairofthedog nowyouremessingwithasonofabitch guitarlesson tonyiommi blacksabbath eddievanhalen,now youre messing with a son of a   tommylee donaldtrump nazareth hairofthedog nowyouremessingwithasonofabitch guitarlesson tonyiommi blacksabbath eddievanhalen,now youre messing with a son of a tommylee donaldtrump nazareth hairofthedog nowyouremessingwithasonofabitch guitarlesson tonyiommi blacksabbath eddievanhalen
15-10-2020 00:05,1.32E+18,"#USSenate #USCongress #NYTimes #Louisiana #CBN #TBN #politics #Trump  #CSPAN #Resist #TheView #MAGA2020 #POTUS #FoxNews #GOP #RNC #DNC  #WashingtonPost #CNN #MSNBC #Trump  #AOC #Google #facebook #twitter #bing #yahoo #NancyPelosi #ChuckSchumer 
 #Dobbs #Limbaugh #IvankaTrump https://t.co/J5gdKmDkAn",twitter,0,0,Twitter Web App,277245931,Posters USA,postersusa,,05-04-2011 00:20,1219,United States,39.7837304,-100.4458825,,United States,North America,,,00:36.6,en,"#USSenate #USCongress #NYTimes #Louisiana #CBN #TBN #politics #Trump  #CSPAN #Resist #TheView #MAGA2020 #POTUS #FoxNews #GOP #RNC #DNC  #WashingtonPost #CNN #MSNBC #Trump  #AOC #Google #facebook #twitter #bing #yahoo #NancyPelosi #ChuckSchumer 
 #Dobbs #Limbaugh #IvankaTrump https://t.co/J5gdKmDkAn",ussenate uscongress nytimes louisiana cbn tbn politics trump  cspan resist theview maga2020 potus foxnews gop rnc dnc  washingtonpost cnn msnbc trump  aoc google facebook twitter bing yahoo nancypelosi chuckschumer   dobbs limbaugh ivankatrump ,ussenate uscongress nytimes louisiana cbn tbn politics trump  cspan resist theview maga2020 potus foxnews gop rnc dnc  washingtonpost cnn msnbc trump  aoc google facebook twitter bing yahoo nancypelosi chuckschumer   dobbs limbaugh ivankatrump,ussenate uscongress nytimes louisiana cbn tbn politics trump  cspan resist theview maga2020 potus foxnews gop rnc dnc  washingtonpost cnn msnbc trump  aoc google facebook twitter bing yahoo nancypelosi chuckschumer   dobbs limbaugh ivankatrump,ussenate uscongress nytimes louisiana cbn tbn politics trump cspan resist theview maga2020 potus foxnews gop rnc dnc washingtonpost cnn msnbc trump aoc google facebook twitter bing yahoo nancypelosi chuckschumer dobbs limbaugh ivankatrump
15-10-2020 00:05,1.32E+18,How about an official apology from #Trump @realDonaldTrump @POTUS for #CentralParkFive how about that - we don’t need #TrumpAdministration believe he ain’t giving nothing! https://t.co/zYGW7I1yPk,trump,0,0,Twitter for iPhone,397762704,DevinAyresMom,DevinAyresMom,"Wife, Mom, Daughter, Sister, and Friend - Looking to strengthen my belief in God and have an ability to Love others for who they are, literally.",25-10-2011 03:46,143,,,,,,,,,00:36.9,en,How about an official apology from #Trump @realDonaldTrump @POTUS for #CentralParkFive how about that - we don’t need #TrumpAdministration believe he ain’t giving nothing! https://t.co/zYGW7I1yPk,how about an official apology from trump   for centralparkfive how about that  we dont need trumpadministration believe he aint giving nothing ,how about an official apology from trump   for centralparkfive how about that  we dont need trumpadministration believe he aint giving nothing,how about an official apology from trump   for centralparkfive how about that  we dont need trumpadministration believe he aint giving nothing,how about an official apology from trump for centralparkfive how about that we dont need trumpadministration believe he aint giving nothing
15-10-2020 00:05,1.32E+18,"#Trump
#TrumpLiesAmericansDie 

80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence” #WCPH2020 

#WearAMask 
#MaskUp 

#auspol
https://t.co/96TExQws1Z https://t.co/jLjgtdQ4WB",herdimmunity,0,0,Twitter Web App,240532719,William Jones 😷🌊 🇦🇺🐸,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",20-01-2011 04:11,1776,Australia,-24.7761086,134.755,,Australia,Oceania,,,00:37.7,en,"#Trump
#TrumpLiesAmericansDie 

80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence” #WCPH2020 

#WearAMask 
#MaskUp 

#auspol
https://t.co/96TExQws1Z https://t.co/jLjgtdQ4WB",trump trumpliesamericansdie   80 researchers warn that a socalled herdimmunity approach to managing covid19 is a dangerous fallacy unsupported by the scientific evidence wcph2020   wearamask  maskup   auspol  ,trump trumpliesamericansdie   80 researchers warn that a socalled herdimmunity approach to managing covid19 is a dangerous fallacy unsupported by the scientific evidence wcph2020   wearamask  maskup   auspol,trump trumpliesamericansdie   80 researchers warn that a socalled herdimmunity approach to managing covid19 is a dangerous fallacy unsupported by the scientific evidence wcph2020   wearamask  maskup   auspol,trump trumpliesamericansdie 80 researchers warn that a socalled herdimmunity approach to managing covid19 is a dangerous fallacy unsupported by the scientific evidence wcph2020 wearamask maskup auspol
15-10-2020 00:05,1.32E+18,"Good for @kayleighmcenany. Who knew that trying to get out information from investigative journalists would be considered somehow harmful and worthy to be silenced? WHEN Pres. #Trump wins, just add #Twitter and #Facebook to the list of corrupt leftists to be investigated. https://t.co/EkFeHIFkNt",twitter,1,1,Twitter Web App,2902244659,Brian W. Peterson,cybrpete,Political columnist (on hiatus); novelist; read my political commentary at https://t.co/FTDipSEYuf; veteran of political campaigns; strict constructionist.,17-11-2014 01:24,2861,Kansas City,39.100105,-94.5781416,Kansas City,United States of America,North America,Missouri,MO,00:38.1,en,"Good for @kayleighmcenany. Who knew that trying to get out information from investigative journalists would be considered somehow harmful and worthy to be silenced? WHEN Pres. #Trump wins, just add #Twitter and #Facebook to the list of corrupt leftists to be investigated. https://t.co/EkFeHIFkNt",good for  who knew that trying to get out information from investigative journalists would be considered somehow harmful and worthy to be silenced when pres trump wins just add twitter and facebook to the list of corrupt leftists to be investigated ,good for  who knew that trying to get out information from investigative journalists would be considered somehow harmful and worthy to be silenced when pres trump wins just add twitter and facebook to the list of corrupt leftists to be investigated,good for  who knew that trying to get out information from investigative journalists would be considered somehow harmful and worthy to be silenced when pres trump wins just add twitter and facebook to the list of corrupt leftists to be investigated,good for who knew that trying to get out information from investigative journalists would be considered somehow harmful and worthy to be silenced when pres trump wins just add twitter and facebook to the list of corrupt leftists to be investigated
15-10-2020 00:05,1.32E+18,"Who is leading? Trump or baiden!
Follow the link to know! 
https://t.co/2kaIBbxqAr
#USA #USPresidentialElections2020 #USElection #USElection2020 #TrumpCovid19 #trump #JoeBiden #USElectionDialogues #Election2020 #Elections2020 #ElectionDay #Trump2020",trump2020,0,0,Twitter for Android,1.31E+18,The Guardian English,GuardianEnglish,"News, sports, entertainment, magazine website.",17-09-2020 14:46,16,,,,,,,,,00:38.4,en,"Who is leading? Trump or baiden!
Follow the link to know! 
https://t.co/2kaIBbxqAr
#USA #USPresidentialElections2020 #USElection #USElection2020 #TrumpCovid19 #trump #JoeBiden #USElectionDialogues #Election2020 #Elections2020 #ElectionDay #Trump2020",who is leading trump or baiden follow the link to know   usa uspresidentialelections2020 uselection uselection2020 trumpcovid19 trump joebiden uselectiondialogues election2020 elections2020 electionday trump2020,who is leading trump or baiden follow the link to know   usa uspresidentialelections2020 uselection uselection2020 trumpcovid19 trump joebiden uselectiondialogues election2020 elections2020 electionday trump2020,who is leading trump or baiden follow the link to know   usa uspresidentialelections2020 uselection uselection2020 trumpcovid19 trump joebiden uselectiondialogues election2020 elections2020 electionday trump2020,who is leading trump or baiden follow the link to know usa uspresidentialelections2020 uselection uselection2020 trumpcovid19 trump joebiden uselectiondialogues election2020 elections2020 electionday trump2020
15-10-2020 00:05,1.32E+18,"‘Totally under control’: #New, #secretly-#filmed #documentary details #Trump’s #COLOSSAL 
#COVID19 #FAILURES.

https://t.co/WxAkzCT2U0

""The experts featured in the trailer &amp; film make clear that while the U.S. had at its disposal every #resource it #needed to #SAVE hundreds of..",trump,1,0,Twitter Web App,21906070,DUMP TRUMP,Kegan05,"Political Junkie, Ex-GOP, now Independent, disgusted by Trump Administration and #GOP who covers for him.

No DM's please.",25-02-2009 19:27,16172,NorthWest USA,,,,,,,,00:38.8,en,"‘Totally under control’: #New, #secretly-#filmed #documentary details #Trump’s #COLOSSAL 
#COVID19 #FAILURES.

https://t.co/WxAkzCT2U0

""The experts featured in the trailer &amp; film make clear that while the U.S. had at its disposal every #resource it #needed to #SAVE hundreds of..",totally under control new secretlyfilmed documentary details trumps colossal  covid19 failures    the experts featured in the trailer amp film make clear that while the us had at its disposal every resource it needed to save hundreds of,totally under control new secretlyfilmed documentary details trumps colossal  covid19 failures    the experts featured in the trailer amp film make clear that while the us had at its disposal every resource it needed to save hundreds of,totally under control new secretlyfilmed documentary details trumps colossal  covid19 failures    the experts featured in the trailer amp film make clear that while the us had at its disposal every resource it needed to save hundreds of,totally under control new secretlyfilmed documentary details trumps colossal covid19 failures the experts featured in the trailer amp film make clear that while the us had at its disposal every resource it needed to save hundreds of
15-10-2020 00:05,1.32E+18,"was #ousted from his #role at the #Health and #HumanServicesDepartment after #objecting to #Trump’s Covid-19 #response. “The plan was in front of us but #LEADERSHIP would NOT do it. It is time to lay our careers on the line and #push #back.”

Kinda #LATE, isn't it?",trump,0,0,Twitter Web App,21906070,DUMP TRUMP,Kegan05,"Political Junkie, Ex-GOP, now Independent, disgusted by Trump Administration and #GOP who covers for him.

No DM's please.",25-02-2009 19:27,16172,NorthWest USA,,,,,,,,00:39.2,en,"was #ousted from his #role at the #Health and #HumanServicesDepartment after #objecting to #Trump’s Covid-19 #response. “The plan was in front of us but #LEADERSHIP would NOT do it. It is time to lay our careers on the line and #push #back.”

Kinda #LATE, isn't it?",was ousted from his role at the health and humanservicesdepartment after objecting to trumps covid19 response the plan was in front of us but leadership would not do it it is time to lay our careers on the line and push back  kinda late isnt it,was ousted from his role at the health and humanservicesdepartment after objecting to trumps covid19 response the plan was in front of us but leadership would not do it it is time to lay our careers on the line and push back  kinda late isnt it,was ousted from his role at the health and humanservicesdepartment after objecting to trumps covid19 response the plan was in front of us but leadership would not do it it is time to lay our careers on the line and push back  kinda late isnt it,was ousted from his role at the health and humanservicesdepartment after objecting to trumps covid19 response the plan was in front of us but leadership would not do it it is time to lay our careers on the line and push back kinda late isnt it
15-10-2020 00:05,1.32E+18,#Relapse or did #Trump just run out of drugs?  either way -- back to the basement for Trump https://t.co/9cR5fz9OoZ,trump,0,0,Twitter Web App,19074612,BrooklynMarylee,BrooklynMarylee,"liberal New Yorker, person of faith",16-01-2009 16:48,474,Brooklyn NY,40.6501024,-73.9495829,New York,United States of America,North America,New York,NY,00:39.6,en,#Relapse or did #Trump just run out of drugs?  either way -- back to the basement for Trump https://t.co/9cR5fz9OoZ,relapse or did trump just run out of drugs  either way  back to the basement for trump ,relapse or did trump just run out of drugs  either way  back to the basement for trump,relapse or did trump just run out of drugs  either way  back to the basement for trump,relapse or did trump just run out of drugs either way back to the basement for trump
15-10-2020 00:05,1.32E+18,"Biden for (p)resident
Trump fo(u)r more years

#DonaldTrump #JoeBiden #Election2020 https://t.co/0iUphtSbR9",trump2020,2,1,Twitter Web App,1.16E+18,Pansan Pen 半山筆談,PansanPen,life is not worth living without freedom,07-08-2019 01:29,242,,,,,,,,,00:39.9,en,"Biden for (p)resident
Trump fo(u)r more years

#DonaldTrump #JoeBiden #Election2020 https://t.co/0iUphtSbR9",biden for president trump four more years  donaldtrump joebiden election2020 ,biden for president trump four more years  donaldtrump joebiden election2020,biden for president trump four more years  donaldtrump joebiden election2020,biden for president trump four more years donaldtrump joebiden election2020
15-10-2020 00:05,1.32E+18,"@icecube You don’t trust ‘none of them’ (Presidential Candidates) but you’re let #Trump straight up play you! I Guess “today ‘wasn’t’ a good day!” We all hate politics but Trump is on another level of absurdity. If you don’t see that, then you haven’t been paying enough attention.",trump,0,0,Twitter for iPhone,3047178764,The Doctah,DrMovieManiac,A mad doctors musings of all things Movies but since it’s an important election switching to Politics.,27-02-2015 17:14,39,,,,,,,,,00:40.7,en,"@icecube You don’t trust ‘none of them’ (Presidential Candidates) but you’re let #Trump straight up play you! I Guess “today ‘wasn’t’ a good day!” We all hate politics but Trump is on another level of absurdity. If you don’t see that, then you haven’t been paying enough attention.", you dont trust none of them presidential candidates but youre let trump straight up play you i guess today wasnt a good day we all hate politics but trump is on another level of absurdity if you dont see that then you havent been paying enough attention,you dont trust none of them presidential candidates but youre let trump straight up play you i guess today wasnt a good day we all hate politics but trump is on another level of absurdity if you dont see that then you havent been paying enough attention,you dont trust none of them presidential candidates but youre let trump straight up play you i guess today wasnt a good day we all hate politics but trump is on another level of absurdity if you dont see that then you havent been paying enough attention,you dont trust none of them presidential candidates but youre let trump straight up play you i guess today wasnt a good day we all hate politics but trump is on another level of absurdity if you dont see that then you havent been paying enough attention
15-10-2020 00:05,1.32E+18,"@maddow #AmyConeyBarrett can remember case after case but can NOT remember if she has seen any of #Trump's crazy tweets about Obamacare, his State of the Union, and if she ever voted by mail. She's like #Pence... A fake Christian who can lie with such grace. 
#VoteThemAllOut #VoteBiden",trump,0,0,Twitter for Android,1.20E+18,Ex- Republican,DemocratNel,Biden/Harris Landside 2020 🌊🇺🇸🌊,06-12-2019 15:40,199,,,,,,,,,00:41.1,en,"@maddow #AmyConeyBarrett can remember case after case but can NOT remember if she has seen any of #Trump's crazy tweets about Obamacare, his State of the Union, and if she ever voted by mail. She's like #Pence... A fake Christian who can lie with such grace. 
#VoteThemAllOut #VoteBiden", amyconeybarrett can remember case after case but can not remember if she has seen any of trumps crazy tweets about obamacare his state of the union and if she ever voted by mail shes like pence a fake christian who can lie with such grace  votethemallout votebiden,amyconeybarrett can remember case after case but can not remember if she has seen any of trumps crazy tweets about obamacare his state of the union and if she ever voted by mail shes like pence a fake christian who can lie with such grace  votethemallout votebiden,amyconeybarrett can remember case after case but can not remember if she has seen any of trumps crazy tweets about obamacare his state of the union and if she ever voted by mail shes like pence a fake christian who can lie with such grace  votethemallout votebiden,amyconeybarrett can remember case after case but can not remember if she has seen any of trumps crazy tweets about obamacare his state of the union and if she ever voted by mail shes like pence a fake christian who can lie with such grace votethemallout votebiden
15-10-2020 00:05,1.32E+18,@donwinslow #trump is the #monster #TrumpIsNotAmerica,trump,0,0,Twitter for iPhone,1.18E+18,Dee Smiff,smiff_dee,,17-10-2019 04:28,88,,,,,,,,,00:41.4,en,@donwinslow #trump is the #monster #TrumpIsNotAmerica, trump is the monster trumpisnotamerica,trump is the monster trumpisnotamerica,trump is the monster trumpisnotamerica,trump is the monster trumpisnotamerica
15-10-2020 00:05,1.32E+18,@hughriminton All off #Trump merchandise is made in China. I don't know why nobody doesn't take him on over it. It's the most obvious way that #MAGA is a JOKE.,trump,0,0,Twitter for Android,9.51E+17,Jeffrey  Kennedy,kennoJT,"Thoughful, rebellious, free thinker, easy going with a dose of cynicism. Life is too short to not live in the way you want. Go Crows",09-01-2018 09:22,59,"Alice Springs, Northern Territ",,,,,,,,00:42.2,en,@hughriminton All off #Trump merchandise is made in China. I don't know why nobody doesn't take him on over it. It's the most obvious way that #MAGA is a JOKE., all off trump merchandise is made in china i dont know why nobody doesnt take him on over it its the most obvious way that maga is a joke,all off trump merchandise is made in china i dont know why nobody doesnt take him on over it its the most obvious way that maga is a joke,all off trump merchandise is made in china i dont know why nobody doesnt take him on over it its the most obvious way that maga is a joke,all off trump merchandise is made in china i dont know why nobody doesnt take him on over it its the most obvious way that maga is a joke
15-10-2020 00:05,1.32E+18,@CNN @andersoncooper How many #Trump young  #MAGArats come into contact with older people? Answer: All except those with a private entrance into their parents basement.,trump,0,0,Twitter for iPhone,194650429,MoClarker,MoClarker,Media Maven/Scientist/Fan O Fauci,24-09-2010 17:15,101,Santa Monica Beach,47.0052108,-88.9629096,,United States of America,North America,Michigan,MI,00:42.5,en,@CNN @andersoncooper How many #Trump young  #MAGArats come into contact with older people? Answer: All except those with a private entrance into their parents basement.,  how many trump young  magarats come into contact with older people answer all except those with a private entrance into their parents basement,how many trump young  magarats come into contact with older people answer all except those with a private entrance into their parents basement,how many trump young  magarats come into contact with older people answer all except those with a private entrance into their parents basement,how many trump young magarats come into contact with older people answer all except those with a private entrance into their parents basement
15-10-2020 00:05,1.32E+18,@thereidout @OMAROSA You knew #Trump was dangerous for our country when you signed up for his administration! So.... https://t.co/jrUt9tPMZN,trump,6,0,Twitter for Android,1138416104,Farris Flagg,FarrisFlagg,#BidenHarris2020 #JoeBiden2020 #KamalaHarrisForVP #IStandWithEllen @KamalaHarris @JoeBiden #TeamJoe #KHive #BidenHarris2020ToSaveAmerica,01-02-2013 01:37,2363,"Perris,California",33.7825194,-117.2286478,,United States of America,North America,California,CA,00:42.9,en,@thereidout @OMAROSA You knew #Trump was dangerous for our country when you signed up for his administration! So.... https://t.co/jrUt9tPMZN,  you knew trump was dangerous for our country when you signed up for his administration so ,you knew trump was dangerous for our country when you signed up for his administration so,you knew trump was dangerous for our country when you signed up for his administration so,you knew trump was dangerous for our country when you signed up for his administration so
